番号,緯度,経度,住所,区ID,管理区,砂箱ID,用途,
735,43.037493 ,141.479604 ,北海道札幌市厚別区厚別中央一条７丁目１,01108,厚別区,125,歩道用,
736,43.039700 ,141.469688 ,北海道札幌市厚別区厚別中央二条５丁目３,01108,厚別区,126,歩道用,
737,43.039365 ,141.472130 ,北海道札幌市厚別区厚別中央二条５丁目５,01108,厚別区,127,歩道用,
738,43.023172 ,141.460039 ,北海道札幌市厚別区大谷地東５丁目８,01108,厚別区,128,歩道用,
739,43.035415 ,141.474380 ,北海道札幌市厚別区青葉町２丁目５,01108,厚別区,129,歩道用,
740,43.038189 ,141.472611 ,北海道札幌市厚別区厚別中央二条５丁目７,01108,厚別区,130,歩道用,
741,43.038357 ,141.472675 ,北海道札幌市厚別区厚別中央二条５丁目６,01108,厚別区,131,歩道用,
742,43.016399 ,141.474118 ,北海道札幌市厚別区上野幌一条４丁目１４,01108,厚別区,132,歩道用,
743,43.044873 ,141.463265 ,北海道札幌市厚別区厚別中央五条３丁目３,01108,厚別区,133,歩道用,
744,43.015684 ,141.470309 ,北海道札幌市厚別区上野幌三条２丁目７,01108,厚別区,134,歩道用,
745,43.037332 ,141.479906 ,北海道札幌市厚別区青葉町１１丁目２,01108,厚別区,135,歩道用,
746,43.037285 ,141.479774 ,北海道札幌市厚別区青葉町１１丁目１,01108,厚別区,136,歩道用,
747,43.049143 ,141.464623 ,北海道札幌市厚別区厚別西二条４丁目２,01108,厚別区,137,歩道用,
748,43.027044 ,141.453705 ,北海道札幌市厚別区大谷地東３丁目３,01108,厚別区,138,歩道用,
749,43.045398 ,141.463796 ,北海道札幌市厚別区厚別西一条３丁目１,01108,厚別区,139,歩道用,
750,43.054786 ,141.485621 ,北海道札幌市厚別区厚別東四条８丁目１,01108,厚別区,140,歩道用,
751,43.054380 ,141.488796 ,北海道札幌市厚別区厚別東四条７丁目２６,01108,厚別区,141,歩道用,
752,43.031284 ,141.491191 ,北海道札幌市厚別区もみじ台西６丁目１,01108,厚別区,142,歩道用,
753,43.049216 ,141.488591 ,北海道札幌市厚別区厚別東三条６丁目４,01108,厚別区,143,歩道用,
754,43.049531 ,141.489159 ,北海道札幌市厚別区厚別東三条７丁目６,01108,厚別区,144,歩道用,
755,43.036178 ,141.474180 ,北海道札幌市厚別区厚別中央一条５丁目３,01108,厚別区,147,歩道用,
756,43.037753 ,141.470977 ,北海道札幌市厚別区厚別中央二条５丁目１,01108,厚別区,148,歩道用,
757,43.037191 ,141.471216 ,北海道札幌市厚別区厚別中央二条５丁目１,01108,厚別区,149,歩道用,
758,43.036384 ,141.470902 ,北海道札幌市厚別区厚別中央二条５丁目１,01108,厚別区,150,歩道用,
759,43.056073 ,141.485676 ,北海道札幌市厚別区厚別東四条８丁目１４,01108,厚別区,151,歩道用,
760,43.056702 ,141.481026 ,北海道札幌市厚別区厚別北一条４丁目３,01108,厚別区,152,歩道用,
761,43.056501 ,141.481856 ,北海道札幌市厚別区厚別東五条８丁目３,01108,厚別区,153,歩道用,
762,43.050558 ,141.487431 ,北海道札幌市厚別区厚別東三条７丁目２,01108,厚別区,154,歩道用,
763,43.029904 ,141.493889 ,北海道札幌市厚別区もみじ台東３丁目１,01108,厚別区,155,歩道用,
764,43.037550 ,141.469776 ,北海道札幌市厚別区厚別中央二条４丁目１１,01108,厚別区,156,歩道用,
765,43.027288 ,141.447062 ,北海道札幌市厚別区大谷地西２丁目２,01108,厚別区,158,歩道用,
766,43.056941 ,141.485302 ,北海道札幌市厚別区厚別東四条８丁目１７,01108,厚別区,159,歩道用,
767,43.056500 ,141.485405 ,北海道札幌市厚別区厚別東四条８丁目１５,01108,厚別区,160,歩道用,
768,43.032247 ,141.502429 ,北海道札幌市厚別区下野幌テクノパーク１丁目１,01108,厚別区,161,歩道用,
769,43.041214 ,141.491571 ,北海道札幌市厚別区厚別東一条５丁目３,01108,厚別区,162,歩道用,
770,43.027854 ,141.493405 ,北海道札幌市厚別区もみじ台南２丁目３,01108,厚別区,163,歩道用,
771,43.031217 ,141.476076 ,北海道札幌市厚別区青葉町３丁目３,01108,厚別区,164,歩道用,
772,43.034181 ,141.459175 ,北海道札幌市厚別区厚別中央三条２丁目１６,01108,厚別区,165,歩道用,
773,43.033002 ,141.456890 ,北海道札幌市厚別区厚別中央三条１丁目１０,01108,厚別区,166,歩道用,
774,43.024061 ,141.484765 ,北海道札幌市厚別区青葉町１６丁目１,01108,厚別区,167,歩道用,
775,43.030990 ,141.477527 ,北海道札幌市厚別区青葉町３丁目３,01108,厚別区,168,歩道用,
776,43.023241 ,141.462719 ,北海道札幌市厚別区上野幌一条１丁目１,01108,厚別区,169,歩道用,
777,43.049234 ,141.464424 ,北海道札幌市厚別区厚別西三条３丁目４,01108,厚別区,170,歩道用,
778,43.051638 ,141.455313 ,北海道札幌市厚別区厚別西五条２丁目１,01108,厚別区,171,歩道用,
779,43.051416 ,141.455136 ,北海道札幌市厚別区厚別西四条１丁目１０,01108,厚別区,172,歩道用,
780,43.029422 ,141.477434 ,北海道札幌市厚別区青葉町７丁目１,01108,厚別区,173,歩道用,
781,43.042322 ,141.479510 ,北海道札幌市厚別区厚別東二条１丁目２,01108,厚別区,174,歩道用,
782,43.053194 ,141.461938 ,北海道札幌市厚別区厚別西四条４丁目６,01108,厚別区,175,歩道用,
783,43.053393 ,141.461814 ,北海道札幌市厚別区厚別西五条４丁目１,01108,厚別区,176,歩道用,
784,43.029576 ,141.466114 ,北海道札幌市厚別区厚別南２丁目３１,01108,厚別区,177,歩道用,
785,43.028861 ,141.465805 ,北海道札幌市厚別区厚別南２丁目３１,01108,厚別区,178,歩道用,
786,43.031503 ,141.480634 ,北海道札幌市厚別区青葉町１３丁目２４,01108,厚別区,179,歩道用,
787,43.027981 ,141.459277 ,北海道札幌市厚別区大谷地東７丁目６,01108,厚別区,180,歩道用,
788,43.024081 ,141.472163 ,北海道札幌市厚別区厚別南５丁目１,01108,厚別区,181,歩道用,
789,43.024686 ,141.471653 ,北海道札幌市厚別区厚別南４丁目２２,01108,厚別区,182,歩道用,
790,43.027616 ,141.456549 ,北海道札幌市厚別区大谷地東５丁目１４,01108,厚別区,183,歩道用,
791,43.022715 ,141.475950 ,北海道札幌市厚別区厚別南５丁目１０,01108,厚別区,184,歩道用,
792,43.026719 ,141.494317 ,北海道札幌市厚別区もみじ台南２丁目２,01108,厚別区,185,歩道用,
793,43.039726 ,141.496305 ,北海道札幌市厚別区厚別東一条６丁目１,01108,厚別区,186,歩道用,
794,43.023552 ,141.504639 ,北海道札幌市厚別区もみじ台南７丁目３,01108,厚別区,187,歩道用,
795,43.034263 ,141.462486 ,北海道札幌市厚別区厚別中央二条３丁目１,01108,厚別区,188,歩道用,
796,43.055865 ,141.479132 ,北海道札幌市厚別区厚別北二条４丁目１,01108,厚別区,189,歩道用,
797,43.057645 ,141.477390 ,北海道札幌市厚別区厚別北二条４丁目２,01108,厚別区,190,歩道用,
798,43.056946 ,141.472410 ,北海道札幌市厚別区厚別北三条２丁目１１,01108,厚別区,191,歩道用,
799,43.061117 ,141.477369 ,北海道札幌市厚別区厚別北四条５丁目１,01108,厚別区,192,歩道用,
800,43.039229 ,141.484474 ,北海道札幌市厚別区厚別東一条１丁目３,01108,厚別区,193,歩道用,
801,43.051154 ,141.484814 ,北海道札幌市厚別区厚別東四条４丁目８,01108,厚別区,194,歩道用,
802,43.040941 ,141.473285 ,北海道札幌市厚別区厚別中央二条５丁目４,01108,厚別区,195,歩道用,
803,43.029933 ,141.470855 ,北海道札幌市厚別区厚別南２丁目２１,01108,厚別区,196,歩道用,
804,43.016244 ,141.478081 ,北海道札幌市厚別区上野幌一条５丁目１,01108,厚別区,197,歩道用,
805,43.042857 ,141.480606 ,北海道札幌市厚別区厚別東二条２丁目３,01108,厚別区,198,歩道用,
806,43.058894 ,141.475310 ,北海道札幌市厚別区厚別北四条３丁目１５,01108,厚別区,199,歩道用,
807,43.024622 ,141.499296 ,北海道札幌市厚別区もみじ台南４丁目２,01108,厚別区,200,歩道用,
808,43.047172 ,141.476452 ,北海道札幌市厚別区厚別東五条２丁目１,01108,厚別区,201,歩道用,
809,43.048163 ,141.478774 ,北海道札幌市厚別区厚別東五条２丁目７,01108,厚別区,202,歩道用,
810,43.047173 ,141.479329 ,北海道札幌市厚別区厚別東四条２丁目４,01108,厚別区,203,歩道用,
811,43.047516 ,141.485101 ,北海道札幌市厚別区厚別東三条４丁目４,01108,厚別区,204,歩道用,
812,43.028120 ,141.471477 ,北海道札幌市厚別区厚別南２丁目１７,01108,厚別区,205,歩道用,
813,43.039724 ,141.488319 ,北海道札幌市厚別区厚別東一条３丁目１３,01108,厚別区,206,歩道用,
814,43.035604 ,141.487215 ,北海道札幌市厚別区もみじ台北４丁目６,01108,厚別区,207,歩道用,
815,43.034729 ,141.489156 ,北海道札幌市厚別区もみじ台北４丁目７,01108,厚別区,208,歩道用,
816,43.026813 ,141.490397 ,北海道札幌市厚別区もみじ台南１丁目１,01108,厚別区,209,歩道用,
817,43.031463 ,141.485754 ,北海道札幌市厚別区もみじ台西３丁目４,01108,厚別区,210,歩道用,
818,43.029400 ,141.487463 ,北海道札幌市厚別区もみじ台西５丁目,01108,厚別区,211,歩道用,
819,43.034856 ,141.495043 ,北海道札幌市厚別区もみじ台北６丁目３,01108,厚別区,212,歩道用,
820,43.027694 ,141.495275 ,北海道札幌市厚別区もみじ台南４丁目１,01108,厚別区,213,歩道用,
821,43.028751 ,141.461903 ,北海道札幌市厚別区大谷地東７丁目１,01108,厚別区,214,歩道用,
822,43.039106 ,141.476934 ,北海道札幌市厚別区厚別中央一条７丁目１,01108,厚別区,215,歩道用,
823,43.041517 ,141.474796 ,北海道札幌市厚別区厚別中央二条６丁目４,01108,厚別区,216,歩道用,
824,43.040858 ,141.476686 ,北海道札幌市厚別区厚別中央一条７丁目５,01108,厚別区,217,歩道用,
825,43.040075 ,141.475230 ,北海道札幌市厚別区厚別中央一条６丁目２,01108,厚別区,218,歩道用,
826,43.029140 ,141.456479 ,北海道札幌市厚別区大谷地東４丁目２,01108,厚別区,219,歩道用,
827,43.025171 ,141.455763 ,北海道札幌市厚別区大谷地東５丁目２,01108,厚別区,220,歩道用,
828,43.026812 ,141.456221 ,北海道札幌市厚別区大谷地東５丁目１４,01108,厚別区,221,歩道用,
829,43.032077 ,141.491331 ,北海道札幌市厚別区もみじ台西６丁目１,01108,厚別区,222,歩道用,
830,43.032277 ,141.484340 ,北海道札幌市厚別区青葉町１２丁目８,01108,厚別区,223,歩道用,
831,43.032888 ,141.467445 ,北海道札幌市厚別区厚別南２丁目６,01108,厚別区,224,歩道用,
832,43.032654 ,141.466932 ,北海道札幌市厚別区厚別南２丁目５,01108,厚別区,225,歩道用,
833,43.031642 ,141.469928 ,北海道札幌市厚別区厚別南２丁目２２,01108,厚別区,226,歩道用,
834,43.033819 ,141.490086 ,北海道札幌市厚別区もみじ台西４丁目２,01108,厚別区,227,歩道用,
835,43.033294 ,141.488846 ,北海道札幌市厚別区もみじ台西４丁目２,01108,厚別区,228,歩道用,
836,43.031282 ,141.466319 ,北海道札幌市厚別区厚別南２丁目２,01108,厚別区,229,歩道用,
837,43.023781 ,141.451976 ,北海道札幌市厚別区大谷地西５丁目１８,01108,厚別区,230,歩道用,
838,43.026637 ,141.491552 ,北海道札幌市厚別区もみじ台南２丁目３,01108,厚別区,231,歩道用,
839,43.024873 ,141.477745 ,北海道札幌市厚別区厚別南６丁目,01108,厚別区,232,歩道用,
840,43.027840 ,141.495397 ,北海道札幌市厚別区もみじ台東３丁目２,01108,厚別区,234,歩道用,
841,43.016501 ,141.487660 ,北海道札幌市厚別区厚別町上野幌,01108,厚別区,235,歩道用,
842,43.020308 ,141.455507 ,北海道札幌市厚別区大谷地西６丁目３,01108,厚別区,237,歩道用,
843,43.036007 ,141.465243 ,北海道札幌市厚別区厚別中央二条３丁目５,01108,厚別区,238,歩道用,
844,43.045353 ,141.468623 ,北海道札幌市厚別区厚別中央五条４丁目９,01108,厚別区,239,歩道用,
845,43.050119 ,141.471807 ,北海道札幌市厚別区厚別西一条５丁目４,01108,厚別区,240,歩道用,
846,43.055538 ,141.468496 ,北海道札幌市厚別区厚別西五条６丁目,01108,厚別区,241,歩道用,
847,43.039350 ,141.493308 ,北海道札幌市厚別区もみじ台北２丁目３,01108,厚別区,242,歩道用,
848,43.039223 ,141.493808 ,北海道札幌市厚別区もみじ台北２丁目３,01108,厚別区,243,歩道用,
849,43.027643 ,141.459584 ,北海道札幌市厚別区大谷地東７丁目６,01108,厚別区,245,歩道用,
850,43.036829 ,141.473807 ,北海道札幌市厚別区厚別中央一条５丁目４,01108,厚別区,157,歩道用,
851,43.038557 ,141.471010 ,北海道札幌市厚別区厚別中央二条５丁目７,01108,厚別区,236,歩道用,
852,43.036748 ,141.473508 ,北海道札幌市厚別区厚別中央一条５丁目２,01108,厚別区,145,歩道用,
853,43.036871 ,141.474233 ,北海道札幌市厚別区厚別中央一条５丁目３,01108,厚別区,146,歩道用,
854,43.039921 ,141.497474 ,北海道札幌市厚別区厚別東一条６丁目９,01108,厚別区,233,歩道用,
855,43.045485 ,141.463689 ,北海道札幌市厚別区厚別西一条３丁目１,01108,厚別区,244,歩道用,
856,43.028917 ,141.392969 ,北海道札幌市豊平区月寒西二条７丁目２,01105,豊平区,1501,歩道用,
857,43.028815 ,141.393001 ,北海道札幌市豊平区月寒西二条８丁目３,01105,豊平区,1502,歩道用,
858,43.023802 ,141.391705 ,北海道札幌市豊平区月寒西三条１０丁目２,01105,豊平区,1503,歩道用,
859,43.023599 ,141.391864 ,北海道札幌市豊平区西岡四条１丁目１,01105,豊平区,1504,歩道用,
860,43.031211 ,141.400196 ,北海道札幌市豊平区月寒東一条７丁目５,01105,豊平区,1505,歩道用,
861,43.031118 ,141.400482 ,北海道札幌市豊平区月寒東二条８丁目１,01105,豊平区,1506,歩道用,
862,43.017471 ,141.423144 ,北海道札幌市豊平区月寒東三条１８丁目２０,01105,豊平区,1507,歩道用,
863,43.038663 ,141.399626 ,北海道札幌市豊平区月寒東二条３丁目３,01105,豊平区,1508,歩道用,
864,43.024022 ,141.387026 ,北海道札幌市豊平区西岡二条１丁目２,01105,豊平区,1509,歩道用,
865,43.034874 ,141.389830 ,北海道札幌市豊平区月寒西一条３丁目１,01105,豊平区,1510,歩道用,
866,43.017910 ,141.400571 ,北海道札幌市豊平区福住一条３丁目１０,01105,豊平区,2501,歩道用,
867,43.017902 ,141.400849 ,北海道札幌市豊平区福住二条２丁目１,01105,豊平区,2502,歩道用,
868,43.014688 ,141.397505 ,北海道札幌市豊平区福住二条５丁目１,01105,豊平区,2503,歩道用,
869,43.014942 ,141.397522 ,北海道札幌市豊平区福住一条４丁目１１,01105,豊平区,2504,歩道用,
870,43.016826 ,141.388392 ,北海道札幌市豊平区西岡四条４丁目１,01105,豊平区,2505,歩道用,
871,43.012355 ,141.387724 ,北海道札幌市豊平区西岡三条６丁目９,01105,豊平区,2506,歩道用,
872,43.010262 ,141.387148 ,北海道札幌市豊平区西岡三条７丁目３,01105,豊平区,2507,歩道用,
873,43.007717 ,141.386539 ,北海道札幌市豊平区西岡三条８丁目５,01105,豊平区,2508,歩道用,
874,43.005990 ,141.385320 ,北海道札幌市豊平区西岡三条８丁目１１,01105,豊平区,2509,歩道用,
875,43.005749 ,141.385449 ,北海道札幌市豊平区西岡四条９丁目１,01105,豊平区,2510,歩道用,
876,43.018588 ,141.401798 ,北海道札幌市豊平区福住二条１丁目３,01105,豊平区,2511,歩道用,
877,43.014318 ,141.399160 ,北海道札幌市豊平区福住二条５丁目４,01105,豊平区,2512,歩道用,
878,43.007266 ,141.381294 ,北海道札幌市豊平区西岡一条９丁目１９,01105,豊平区,C-12,歩道用,
879,43.011225 ,141.387486 ,北海道札幌市豊平区西岡三条７丁目１,01105,豊平区,2514,歩道用,
880,43.002444 ,141.384589 ,北海道札幌市豊平区西岡四条１０丁目１,01105,豊平区,2515,歩道用,
881,43.000398 ,141.382798 ,北海道札幌市豊平区西岡四条１０丁目７,01105,豊平区,2516,歩道用,
882,43.013367 ,141.396219 ,北海道札幌市豊平区福住一条６丁目１０,01105,豊平区,2517,歩道用,
883,43.036442 ,141.385514 ,北海道札幌市豊平区美園七条６丁目３,01105,豊平区,3501,歩道用,
884,43.036181 ,141.385737 ,北海道札幌市豊平区美園八条７丁目１,01105,豊平区,3502,歩道用,
885,43.032537 ,141.381150 ,北海道札幌市豊平区美園十二条６丁目４,01105,豊平区,3503,歩道用,
886,43.031974 ,141.380916 ,北海道札幌市豊平区平岸六条１０丁目１,01105,豊平区,3504,歩道用,
887,43.041059 ,141.377970 ,北海道札幌市豊平区美園七条１丁目４,01105,豊平区,3505,歩道用,
888,43.041078 ,141.377737 ,北海道札幌市豊平区豊平八条１３丁目２,01105,豊平区,3506,歩道用,
889,43.042482 ,141.375628 ,北海道札幌市豊平区豊平五条１１丁目１,01105,豊平区,3507,歩道用,
890,43.047836 ,141.369085 ,北海道札幌市豊平区豊平六条６丁目１,01105,豊平区,3508,歩道用,
891,43.045051 ,141.371513 ,北海道札幌市豊平区豊平七条９丁目１,01105,豊平区,3509,歩道用,
892,43.048948 ,141.380846 ,北海道札幌市白石区東札幌一条２丁目１,01104,豊平区,3510,歩道用,
893,43.031219 ,141.376179 ,北海道札幌市豊平区平岸四条９丁目６,01105,豊平区,4510,歩道用,
894,43.038074 ,141.359991 ,北海道札幌市豊平区中の島一条２丁目２,01105,豊平区,4501,歩道用,
895,43.036031 ,141.359177 ,北海道札幌市豊平区中の島一条３丁目２,01105,豊平区,4502,歩道用,
896,43.026420 ,141.371249 ,北海道札幌市豊平区平岸４条１３丁目１－１,01105,豊平区,4503,歩道用,
897,43.037696 ,141.361064 ,北海道札幌市豊平区中の島二条１丁目３,01105,豊平区,4504,歩道用,
898,43.037654 ,141.360721 ,北海道札幌市豊平区中の島一条２丁目２,01105,豊平区,4505,歩道用,
899,43.025805 ,141.375260 ,北海道札幌市豊平区平岸四条１３丁目９,01105,豊平区,4506,歩道用,
900,43.026169 ,141.371777 ,北海道札幌市豊平区平岸四条１４丁目２,01105,豊平区,4507,歩道用,
901,43.023752 ,141.357035 ,北海道札幌市豊平区中の島一条９丁目４,01105,豊平区,4508,歩道用,
902,43.023775 ,141.358808 ,北海道札幌市豊平区中の島二条９丁目６,01105,豊平区,4509,歩道用,
903,43.033922 ,141.359408 ,北海道札幌市豊平区中の島一条４丁目７,01105,豊平区,4513,歩道用,
904,42.995033 ,141.455787 ,北海道札幌市清田区平岡三条５丁目１,01110,清田区,1,歩道用,
905,42.994945 ,141.455961 ,北海道札幌市清田区平岡三条５丁目３,01110,清田区,2,歩道用,
906,42.994827 ,141.455824 ,北海道札幌市清田区平岡二条５丁目３,01110,清田区,3,歩道用,
907,42.994881 ,141.455653 ,北海道札幌市清田区平岡二条５丁目２,01110,清田区,4,歩道用,
908,42.998991 ,141.445114 ,北海道札幌市清田区平岡一条１丁目２,01110,清田区,5,歩道用,
909,43.001239 ,141.443344 ,北海道札幌市清田区清田一条３丁目７,01110,清田区,6,歩道用,
910,43.006328 ,141.450963 ,北海道札幌市清田区平岡四条１丁目９,01110,清田区,7,歩道用,
911,42.999083 ,141.445241 ,北海道札幌市清田区平岡二条１丁目１,01110,清田区,8,歩道用,
912,43.000889 ,141.443460 ,北海道札幌市清田区平岡一条１丁目２,01110,清田区,9,歩道用,
913,42.999510 ,141.442752 ,北海道札幌市清田区平岡一条１丁目２,01110,清田区,10,歩道用,
914,42.999551 ,141.442542 ,北海道札幌市清田区清田一条４丁目５,01110,清田区,11,歩道用,
915,43.001074 ,141.443249 ,北海道札幌市清田区清田一条４丁目４,01110,清田区,12,歩道用,
916,43.010093 ,141.434151 ,北海道札幌市清田区北野二条３丁目７,01110,清田区,13,歩道用,
917,43.010114 ,141.433978 ,北海道札幌市清田区北野二条２丁目２０,01110,清田区,14,歩道用,
918,43.002967 ,141.429200 ,北海道札幌市清田区清田二条１丁目１４,01110,清田区,15,歩道用,
919,43.002752 ,141.429040 ,北海道札幌市清田区清田三条１丁目３,01110,清田区,16,歩道用,
920,43.002663 ,141.429250 ,北海道札幌市清田区清田三条２丁目１,01110,清田区,17,歩道用,
921,43.002881 ,141.429402 ,北海道札幌市清田区清田二条２丁目４,01110,清田区,18,歩道用,
922,43.000911 ,141.433167 ,北海道札幌市清田区清田二条２丁目１８,01110,清田区,19,歩道用,
923,43.000730 ,141.432946 ,北海道札幌市清田区清田三条２丁目１２,01110,清田区,20,歩道用,
924,43.000599 ,141.433060 ,北海道札幌市清田区清田三条３丁目１,01110,清田区,21,歩道用,
925,43.000792 ,141.433302 ,北海道札幌市清田区清田二条３丁目３,01110,清田区,22,歩道用,
926,43.014983 ,141.451604 ,北海道札幌市清田区北野五条５丁目,01110,清田区,23,歩道用,
927,43.010672 ,141.454059 ,北海道札幌市清田区平岡七条２丁目,01110,清田区,24,歩道用,
928,43.017532 ,141.366704 ,北海道札幌市南区澄川四条１丁目１,01106,南区,5,歩道用,
929,43.017550 ,141.366532 ,北海道札幌市南区澄川三条１丁目９,01106,南区,6,歩道用,
930,43.017469 ,141.366516 ,北海道札幌市南区澄川三条２丁目３,01106,南区,7,歩道用,
931,43.017474 ,141.366692 ,北海道札幌市南区澄川四条２丁目１,01106,南区,8,歩道用,
932,43.015604 ,141.366435 ,北海道札幌市南区澄川四条２丁目２,01106,南区,9,歩道用,
933,43.015621 ,141.366251 ,北海道札幌市南区澄川三条２丁目４,01106,南区,10,歩道用,
934,43.015476 ,141.366233 ,北海道札幌市南区澄川三条３丁目３,01106,南区,11,歩道用,
935,43.015457 ,141.366429 ,北海道札幌市南区澄川四条３丁目１,01106,南区,12,歩道用,
936,43.005991 ,141.364588 ,北海道札幌市南区澄川四条７丁目２,01106,南区,29,歩道用,
937,43.006173 ,141.364444 ,北海道札幌市南区澄川三条６丁目４,01106,南区,30,歩道用,
938,42.991253 ,141.358020 ,北海道札幌市南区真駒内緑町４丁目１,01106,南区,54,歩道用,
939,42.991193 ,141.357544 ,北海道札幌市南区真駒内緑町４丁目１,01106,南区,55,歩道用,
940,42.991021 ,141.357556 ,北海道札幌市南区真駒内幸町３丁目２,01106,南区,56,歩道用,
941,42.991060 ,141.357985 ,北海道札幌市南区真駒内幸町３丁目２,01106,南区,57,歩道用,
942,42.990887 ,141.355345 ,北海道札幌市南区真駒内緑町３丁目５,01106,南区,58,歩道用,
943,42.990766 ,141.355358 ,北海道札幌市南区真駒内幸町２丁目１,01106,南区,59,歩道用,
944,42.990778 ,141.353724 ,北海道札幌市南区真駒内緑町３丁目５,01106,南区,60,歩道用,
945,42.990639 ,141.353637 ,北海道札幌市南区真駒内幸町２丁目１,01106,南区,61,歩道用,
946,42.990737 ,141.352900 ,北海道札幌市南区真駒内緑町２丁目１４,01106,南区,62,歩道用,
947,42.990598 ,141.352921 ,北海道札幌市南区真駒内幸町２丁目１,01106,南区,63,歩道用,
948,42.990732 ,141.352664 ,北海道札幌市南区真駒内緑町２丁目１４,01106,南区,64,歩道用,
949,42.989347 ,141.354779 ,北海道札幌市南区真駒内幸町２丁目２,01106,南区,66,歩道用,
950,42.989208 ,141.354762 ,北海道札幌市南区真駒内泉町３丁目１,01106,南区,67,歩道用,
951,42.989344 ,141.354448 ,北海道札幌市南区真駒内幸町２丁目２,01106,南区,68,歩道用,
952,42.989196 ,141.354439 ,北海道札幌市南区真駒内泉町２丁目１,01106,南区,69,歩道用,
953,42.989311 ,141.353104 ,北海道札幌市南区真駒内幸町２丁目２,01106,南区,70,歩道用,
954,42.989188 ,141.353111 ,北海道札幌市南区真駒内泉町１丁目１,01106,南区,71,歩道用,
955,42.989291 ,141.352790 ,北海道札幌市南区真駒内幸町１丁目３,01106,南区,72,歩道用,
956,42.989169 ,141.352801 ,北海道札幌市南区真駒内泉町１丁目１,01106,南区,73,歩道用,
957,42.990604 ,141.352650 ,北海道札幌市南区真駒内幸町１丁目３,01106,南区,263,歩道用,
958,42.990981 ,141.358217 ,北海道札幌市南区真駒内,01106,南区,269,歩道用,
959,42.990981 ,141.358217 ,北海道札幌市南区真駒内,01106,南区,270,歩道用,
960,43.017390 ,141.367332 ,北海道札幌市南区澄川四条２丁目５,01106,南区,273,歩道用,
961,43.017176 ,141.367195 ,北海道札幌市南区澄川四条２丁目１,01106,南区,274,歩道用,
962,43.017074 ,141.367211 ,北海道札幌市南区澄川４条２丁目４－１,01106,南区,275,歩道用,
963,43.017050 ,141.366743 ,北海道札幌市南区澄川四条２丁目２,01106,南区,284,歩道用,
964,43.013700 ,141.366138 ,北海道札幌市南区澄川四条３丁目３,01106,南区,285,歩道用,
965,43.014941 ,141.349578 ,北海道札幌市南区南三十三条西９丁目１,01106,南区,286,歩道用,
966,42.989999 ,141.352976 ,北海道札幌市南区真駒内幸町２丁目２,01106,南区,288,歩道用,
967,43.089392 ,141.271053 ,北海道札幌市西区宮の沢二条３丁目４,01107,西区,HK01,歩道用,
968,43.089336 ,141.271152 ,北海道札幌市西区宮の沢二条２丁目１１,01107,西区,HK02,歩道用,
969,43.095299 ,141.273717 ,北海道札幌市西区発寒七条１３丁目１,01107,西区,HK03,歩道用,
970,43.095199 ,141.273888 ,北海道札幌市西区発寒七条１２丁目３,01107,西区,HK04,歩道用,
971,43.096411 ,141.275025 ,北海道札幌市西区発寒七条１３丁目１,01107,西区,HK05,歩道用,
972,43.096479 ,141.275365 ,北海道札幌市西区発寒八条１２丁目１,01107,西区,HK06,歩道用,
973,43.097651 ,141.276666 ,北海道札幌市西区発寒八条１２丁目１,01107,西区,HK07,歩道用,
974,43.097714 ,141.276535 ,北海道札幌市西区発寒八条１３丁目１,01107,西区,HK08,歩道用,
975,43.096159 ,141.279179 ,北海道札幌市西区発寒八条１２丁目１,01107,西区,HK09,歩道用,
976,43.096086 ,141.279318 ,北海道札幌市西区発寒八条１１丁目３,01107,西区,HK10,歩道用,
977,43.098550 ,141.275646 ,北海道札幌市西区発寒九条１３丁目３,01107,西区,HK11,歩道用,
978,43.099438 ,141.276686 ,北海道札幌市西区発寒九条１３丁目１,01107,西区,HK12,歩道用,
979,43.074096 ,141.301079 ,北海道札幌市西区琴似一条６丁目４,01107,西区,HK14,歩道用,
980,43.074493 ,141.301290 ,北海道札幌市西区琴似二条７丁目１,01107,西区,HK15,歩道用,
981,43.094356 ,141.282515 ,北海道札幌市西区発寒九条１１丁目１,01107,西区,HK16,歩道用,
982,43.094004 ,141.282468 ,北海道札幌市西区発寒八条１０丁目３,01107,西区,HK17,歩道用,
983,43.065203 ,141.313983 ,北海道札幌市西区二十四軒一条７丁目１,01107,西区,KH06,歩道用,
984,43.065049 ,141.314307 ,北海道札幌市中央区北七条西２７丁目１,01101,西区,KH07,歩道用,
985,43.064874 ,141.314186 ,北海道札幌市中央区北六条西２７丁目１,01101,西区,KH08,歩道用,
986,43.065012 ,141.313917 ,北海道札幌市中央区宮の森一条１丁目１,01101,西区,KH09,歩道用,
987,43.069411 ,141.316509 ,北海道札幌市西区二十四軒一条４丁目１,01107,西区,KH10,歩道用,
988,43.069268 ,141.316849 ,北海道札幌市中央区北十条西２４丁目２,01101,西区,KH11,歩道用,
989,43.069051 ,141.316710 ,北海道札幌市中央区北九条西２４丁目３,01101,西区,KH12,歩道用,
990,43.069191 ,141.316399 ,北海道札幌市西区二十四軒一条５丁目１,01107,西区,KH13,歩道用,
991,43.069644 ,141.315333 ,北海道札幌市西区二十四軒一条５丁目４,01107,西区,KH14,歩道用,
992,43.070456 ,141.313957 ,北海道札幌市西区二十四軒一条４丁目６,01107,西区,KH15,歩道用,
